gene,rho,pval,abs_rho
CCDC50,0.1323038681140143,2.3525872654371603e-58,0.1323038681140143
HSPH1,0.13209594027525973,3.5537468960127314e-58,0.13209594027525973
IGFBP4,0.1315716682830828,1.0025101606166058e-57,0.1315716682830828
SLC11A1,-0.13143128538933124,1.322450385294488e-57,0.13143128538933124
RAB27A,-0.13124471541004673,1.910039600135186e-57,0.13124471541004673
BST1,-0.13070139093614958,5.554971715850266e-57,0.13070139093614958
MAF,0.1305515699258079,7.450448090502058e-57,0.1305515699258079
DNAJB1,0.13030990879523677,1.195430127940665e-56,0.13030990879523677
CKAP4,-0.13021633531137447,1.435256707876409e-56,0.13021633531137447
COBLL1,0.12963663397154163,4.441734301190039e-56,0.12963663397154163
ZNF467,-0.1276049192302172,2.2353386571907745e-54,0.1276049192302172
NCF1,-0.12702293464981806,6.788030374612943e-54,0.12702293464981806
SLC40A1,0.12677460202293853,1.088669792016047e-53,0.12677460202293853
HSPA1B,0.12646986653097303,1.9412529094142331e-53,0.12646986653097303
IRS2,-0.12618373755596285,3.3370876164945e-53,0.12618373755596285
LIPA,0.12617616623707983,3.385214065939369e-53,0.12617616623707983
HEBP2,-0.12609860236483864,3.9198497465280683e-53,0.12609860236483864
TMEM71,-0.12579165855707927,6.996651577140081e-53,0.12579165855707927
IGLC3,0.12564808105715777,9.170100483872725e-53,0.12564808105715777
RASGRP3,0.12564020015695992,9.307193654798993e-53,0.12564020015695992
CCNY,-0.12559883196776866,1.0060997961615263e-52,0.12559883196776866
HSPE1,0.12547132124939644,1.2788544144940896e-52,0.12547132124939644
SORL1,-0.12536525636168058,1.560977907290834e-52,0.12536525636168058
IGHM,0.1252553575378276,1.918769555183783e-52,0.1252553575378276
IRF8,0.12459113684070852,6.652798262110513e-52,0.12459113684070852
STAP1,0.12235545600029805,4.158563928798728e-50,0.12235545600029805
LMNA,0.12225798884387923,4.971455342744577e-50,0.12225798884387923
UBC,0.12172494899211737,1.3165215104313177e-49,0.12172494899211737
KRT18,0.12170812770137798,1.3575136958349217e-49,0.12170812770137798
GPR183,0.12071424988776798,8.245071294008375e-49,0.12071424988776798
ISG15,0.11958722955458592,6.261340667300459e-48,0.11958722955458592
NEK8,0.11955634867863249,6.617198046327635e-48,0.11955634867863249
CD83,0.11913014207846818,1.416972870061854e-47,0.11913014207846818
IGHA1,0.11898742342231784,1.827366903332925e-47,0.11898742342231784
HSP90B1,0.11835741707955916,5.595485928536377e-47,0.11835741707955916
SIDT1,0.11834927764794251,5.67674892855473e-47,0.11834927764794251
SPN,0.11775383861074674,1.6255360559306274e-46,0.11775383861074674
CDKN1A,-0.11743570595741387,2.8454210595169027e-46,0.11743570595741387
ASGR2,-0.11726344873862049,3.8505591986744256e-46,0.11726344873862049
EIF4E3,-0.11628141931970867,2.1416519673836728e-45,0.11628141931970867
CXCL2,0.1159503776567377,3.806506155155242e-45,0.1159503776567377
HSPA1A,0.11554113429046071,7.7322802310421e-45,0.11554113429046071
EIF4A3,0.11548365178668123,8.539845021308382e-45,0.11548365178668123
IER2,-0.11532706604711017,1.1190814498074084e-44,0.11532706604711017
OAS1,0.11514886248996879,1.5215486909518645e-44,0.11514886248996879
RETN,-0.11462412868134392,3.7492553527150393e-44,0.11462412868134392
SLC20A1,0.11451601096124804,4.512504957499476e-44,0.11451601096124804
MT-ND6,-0.11443504553697546,5.183584707415334e-44,0.11443504553697546
TBL1X,-0.11417397959595094,8.10000694973048e-44,0.11417397959595094
IL4I1,0.11383221265351294,1.450725611819436e-43,0.11383221265351294
PLD3,0.11366777064460518,1.9190673202149835e-43,0.11366777064460518
ARID5B,0.1134745454503112,2.664616956745231e-43,0.1134745454503112
OPN3,0.11229301397557065,1.9584282196019392e-42,0.11229301397557065
NLRP1,-0.11224037618349557,2.1393721864475182e-42,0.11224037618349557
CD55,-0.11198607475926824,3.27674428816191e-42,0.11198607475926824
ODC1,0.11187951186807152,3.916552865026998e-42,0.11187951186807152
PPM1K,0.11187723418550356,3.9315050901708246e-42,0.11187723418550356
PPP1R14A,0.11155071302726423,6.783267417386023e-42,0.11155071302726423
CXCR4,0.11147250291120929,7.728112982865672e-42,0.11147250291120929
AMDHD2,0.11137661342545989,9.066824544050407e-42,0.11137661342545989
KLF10,-0.11134969587660817,9.482454595960161e-42,0.11134969587660817
ABL2,0.11109606711083418,1.4457704401874506e-41,0.11109606711083418
DMXL2,-0.11080214660086848,2.3542246554176957e-41,0.11080214660086848
IL2RA,0.11074460418498225,2.5896226455364255e-41,0.11074460418498225
NOTCH2,-0.11073628174837383,2.6255528542433957e-41,0.11073628174837383
S100B,0.11072474057406707,2.676201057550631e-41,0.11072474057406707
FAM110A,0.11061822819208249,3.191968017497684e-41,0.11061822819208249
CYSTM1,0.11006550028898246,7.94418685205594e-41,0.11006550028898246
ITGAM,-0.10994931309402785,9.616868998022113e-41,0.10994931309402785
GLA,0.1098757139130045,1.0853114957387949e-40,0.1098757139130045
F5,-0.10978582590114322,1.257912814020546e-40,0.10978582590114322
PARP8,-0.1094601873578441,2.144901721575004e-40,0.1094601873578441
CES1,-0.1088606751907525,5.7050047127566665e-40,0.1088606751907525
GCA,-0.10871897418828547,7.183368136174657e-40,0.10871897418828547
FUZ,0.10841904733721094,1.168711088320298e-39,0.10841904733721094
RNF24,-0.10770721437314881,3.68993017580827e-39,0.10770721437314881
ACOT7,0.10764941126097592,4.0496515026385264e-39,0.10764941126097592
RBKS,-0.10744492838430099,5.6254568674432e-39,0.10744492838430099
DCK,0.1071972223448648,8.369552444564299e-39,0.1071972223448648
VAT1,0.10672906906747506,1.7688996041744142e-38,0.10672906906747506
ID1,-0.10649723185734007,2.559271350769012e-38,0.10649723185734007
FLNB,0.10639354186425605,3.018196411169509e-38,0.10639354186425605
CARS2,-0.1059440625968829,6.158020887919204e-38,0.1059440625968829
IVNS1ABP,-0.10582440722102344,7.441508135208592e-38,0.10582440722102344
GADD45G,0.10540693466787918,1.4380929515995511e-37,0.10540693466787918
CARD11,0.10495784705551058,2.912763120688632e-37,0.10495784705551058
NBPF10,-0.10409009549882178,1.1293569229799169e-36,0.10409009549882178
INSIG1,0.10407415139032362,1.1577070036691561e-36,0.10407415139032362
IGHG1,0.10352788385291752,2.700849957029754e-36,0.10352788385291752
SAT1,0.10308600755004127,5.341544053296953e-36,0.10308600755004127
LY6E,0.1028867674685954,7.257529021156819e-36,0.1028867674685954
DGKD,-0.1025648902164336,1.1893280000638996e-35,0.1025648902164336
PAG1,0.10250394616815692,1.3056928874496224e-35,0.10250394616815692
ICAM1,0.1022631940341023,1.8869022564128585e-35,0.1022631940341023
GNPDA1,0.10188456046535067,3.3610263364866536e-35,0.10188456046535067
TNFSF8,-0.10182658721299365,3.6709434618494636e-35,0.10182658721299365
HIF1A,-0.10175965588515988,4.064200995216775e-35,0.10175965588515988
TXN,0.10162573564799995,4.981042046411088e-35,0.10162573564799995
DUSP6,-0.10153803234667792,5.690011074541961e-35,0.10153803234667792
IFIT3,0.10151181834760475,5.920757935317587e-35,0.10151181834760475
TNF,0.10141657694538989,6.840127822908311e-35,0.10141657694538989
PTGS2,-0.10141450780789121,6.861600746218855e-35,0.10141450780789121
HERPUD1,0.1010010106065648,1.2820110893012938e-34,0.1010010106065648
OFD1,0.10099616622472993,1.291414201232775e-34,0.10099616622472993
DNAJB9,0.10097873657780622,1.3258159755515133e-34,0.10097873657780622
SELL,-0.10093331101195775,1.4198124330903417e-34,0.10093331101195775
KLF4,-0.10062699733568171,2.2515093593863917e-34,0.10062699733568171
P2RY8,-0.10033929990033413,3.4672757531682003e-34,0.10033929990033413
MAN1A1,0.10003936075878186,5.431328906937926e-34,0.10003936075878186
CYP27A1,0.09991015077367892,6.587082194504698e-34,0.09991015077367892
CHAF1A,0.09988763926161341,6.812078621609667e-34,0.09988763926161341
SMCHD1,-0.09956541830375522,1.1007871826026265e-33,0.09956541830375522
MAP3K8,-0.0992045942700452,1.8805818597437907e-33,0.0992045942700452
IFIT2,0.0991800890741482,1.950103153977591e-33,0.0991800890741482
TDP2,0.09906022033111347,2.328725433863721e-33,0.09906022033111347
TMEM176B,0.09890793178620372,2.9166587888809163e-33,0.09890793178620372
RHOB,0.09879568721590731,3.442296996650114e-33,0.09879568721590731
RB1CC1,-0.09782225034631793,1.4371248762562263e-32,0.09782225034631793
CLMN,-0.09762106101431645,1.92751847435323e-32,0.09762106101431645
ACSL1,-0.09754702319658125,2.1471070154789403e-32,0.09754702319658125
LTA4H,-0.09753385185526803,2.1886962028031749e-32,0.09753385185526803
NFATC1,0.09730439982991225,3.0559654574727684e-32,0.09730439982991225
NBPF14,-0.09707147301455327,4.2850475655654944e-32,0.09707147301455327
SLA2,0.09699521642882573,4.785652758377571e-32,0.09699521642882573
FUCA1,0.09693401711381847,5.229068192106437e-32,0.09693401711381847
CLEC12A,-0.09677058225700194,6.623311232180763e-32,0.09677058225700194
EMB,-0.09637461697304363,1.1723385508401071e-31,0.09637461697304363
JMJD1C,-0.09633069334113988,1.2488140962180486e-31,0.09633069334113988
MEFV,-0.09631233462860164,1.2822275926221716e-31,0.09631233462860164
CCR2,-0.09620605979876247,1.4938396441644122e-31,0.09620605979876247
BCL3,-0.09587070633751617,2.4163283673241704e-31,0.09587070633751617
IFITM3,0.09581587356808201,2.613575942060504e-31,0.09581587356808201
SULF2,-0.09525634656574865,5.80588209379959e-31,0.09525634656574865
MCOLN2,0.09506576653069372,7.611483452304343e-31,0.09506576653069372
CHST2,0.09498721669327803,8.508856639248488e-31,0.09498721669327803
MARCKSL1,0.09497022808108484,8.716340697390002e-31,0.09497022808108484
BNIP3L,-0.0948214914888678,1.0761139709724643e-30,0.0948214914888678
GNG7,0.09482107785357541,1.076744338123695e-30,0.09482107785357541
SEPHS1,0.09430788209511194,2.2222741330900412e-30,0.09430788209511194
BCL11A,0.09403425103860115,3.265008935672929e-30,0.09403425103860115
TMC6,0.09243407151247954,3.028664869014668e-29,0.09243407151247954
LYST,-0.09209485525316956,4.832616327904588e-29,0.09209485525316956
TIPARP,-0.09202675885833422,5.306765534815415e-29,0.09202675885833422
TCN2,0.09187360460322484,6.548465524413568e-29,0.09187360460322484
YBX3,-0.0917902404912975,7.34136316570966e-29,0.0917902404912975
LAG3,0.09178175483726177,7.427228022869148e-29,0.09178175483726177
APP,0.09167537880356273,8.592003158914463e-29,0.09167537880356273
GABARAPL1,-0.09137526074552706,1.2947773644162185e-28,0.09137526074552706
MAPKAPK2,0.09132104442128727,1.394140769471728e-28,0.09132104442128727
SAMSN1,-0.09105995469970042,1.9892027447049269e-28,0.09105995469970042
NPC1,0.09102869293307793,2.075550406235537e-28,0.09102869293307793
NR4A3,0.09092659859405912,2.384277216811882e-28,0.09092659859405912
PPIF,-0.09075404683992061,3.012922139303296e-28,0.09075404683992061
TLR2,-0.0905917828324985,3.7530421341778997e-28,0.0905917828324985
TOX2,0.0904322752557526,4.65577481394004e-28,0.0904322752557526
IL32,0.09027128427189327,5.785004348165292e-28,0.09027128427189327
LDLRAD4,0.09022690496513427,6.141471091968536e-28,0.09022690496513427
BCL6,-0.08959995862206395,1.4248453724749707e-27,0.08959995862206395
N4BP2L1,0.08957848718297465,1.4663578058513505e-27,0.08957848718297465
AGFG1,-0.08946389335845253,1.7090473129302012e-27,0.08946389335845253
APBB3,-0.089455263999367,1.7288583466707184e-27,0.089455263999367
C16orf74,-0.08944339413738303,1.756481381454457e-27,0.08944339413738303
COQ7,-0.08943429394689564,1.7779549439361887e-27,0.08943429394689564
TFDP2,0.08915311068725645,2.5865113332813897e-27,0.08915311068725645
IRF7,0.08908869748724843,2.8179602290385316e-27,0.08908869748724843
AMPD2,-0.08902315172206843,3.0745543275910094e-27,0.08902315172206843
PELI2,-0.08891001346973981,3.573096487466752e-27,0.08891001346973981
FRY,-0.08697274997214179,4.546425298004713e-26,0.08697274997214179
TMEM91,-0.0867722005803499,5.897057097629362e-26,0.0867722005803499
ARHGEF40,-0.08667596668951491,6.679584860463392e-26,0.08667596668951491
SLC24A4,-0.08654867236324561,7.874762042422752e-26,0.08654867236324561
TP53I11,0.08639905117778122,9.552786364051875e-26,0.08639905117778122
SOCS1,0.08625204510597173,1.154556969699462e-25,0.08625204510597173
RBBP8,0.08603217302166646,1.5318840531514157e-25,0.08603217302166646
MMD,0.08575335856049333,2.19032918475186e-25,0.08575335856049333
HBEGF,-0.08557409920819668,2.754742465631439e-25,0.08557409920819668
RNASEK,-0.0855082308267459,2.9965128437303025e-25,0.0855082308267459
IL2RG,0.08514521979313364,4.758432246649533e-25,0.08514521979313364
GEM,0.0848872271986713,6.602205422561956e-25,0.0848872271986713
MS4A6A,-0.08484276307414265,6.984858146260159e-25,0.08484276307414265
MAP4K4,-0.08473875749757914,7.967862979592192e-25,0.08473875749757914
KCNE3,-0.08465817698220862,8.822639332004214e-25,0.08465817698220862
KIF13A,-0.08445693487707946,1.1374756715562596e-24,0.08445693487707946
APOBR,-0.08443149373425053,1.174554546467783e-24,0.08443149373425053
TXNIP,-0.08402885750213675,1.948912438889829e-24,0.08402885750213675
POLB,0.08402560106823379,1.956891367524695e-24,0.08402560106823379
KLF13,-0.08399763251894253,2.026765994874336e-24,0.08399763251894253
MAPK13,0.08378080647575262,2.659231680162599e-24,0.08378080647575262
FKBP4,0.08376472094612585,2.713279602011891e-24,0.08376472094612585
TSEN54,0.08372045796617097,2.8676856489336285e-24,0.08372045796617097
STRBP,0.08371970305049217,2.8703931826488013e-24,0.08371970305049217
HMGB2,-0.08321616016609955,5.376471697805154e-24,0.08321616016609955
BHLHE41,0.08319544762209222,5.516625922795867e-24,0.08319544762209222
GLUL,0.08317211107437514,5.678874393696594e-24,0.08317211107437514
PTTG1,0.08316862236007462,5.703532518418532e-24,0.08316862236007462
EZR,0.08291416064907825,7.81947487274112e-24,0.08291416064907825
NOD2,-0.08283303963910914,8.645206030239818e-24,0.08283303963910914
TNRC18,-0.08256156246572165,1.2088419899921365e-23,0.08256156246572165
OCIAD2,0.08252629128861075,1.2625561415294514e-23,0.08252629128861075
CPD,-0.0822837071528736,1.701735454980991e-23,0.0822837071528736
LSS,0.08214958161348508,2.006357059118385e-23,0.08214958161348508
JARID2,-0.08120525386348848,6.348099859590596e-23,0.08120525386348848
SLC2A1,0.08088897388755291,9.308951389391621e-23,0.08088897388755291
ID3,0.08084264011349558,9.844703333008712e-23,0.08084264011349558
TIMP1,-0.080743465609262,1.1096161276985173e-22,0.080743465609262
RASD1,0.08069472312346897,1.1767708970641546e-22,0.08069472312346897
SLC12A6,-0.08063204999401971,1.269059497611828e-22,0.08063204999401971
CCL3,0.08061758286557591,1.291360420712956e-22,0.08061758286557591
LTB4R,-0.08057985588867564,1.3513573206778922e-22,0.08057985588867564
SPON2,0.08044647821265351,1.5864384840403702e-22,0.08044647821265351
PTGER2,-0.08025713915300284,1.991149557689038e-22,0.08025713915300284
RHOH,0.08014692887793161,2.2721526183126024e-22,0.08014692887793161
INPPL1,-0.0798921710390481,3.080834219009697e-22,0.0798921710390481
IPCEF1,-0.07969936723244239,3.8767199212244725e-22,0.07969936723244239
IL6R,-0.07962596312122452,4.230540120506973e-22,0.07962596312122452
NUCB2,0.07955676768670987,4.593255763756635e-22,0.07955676768670987
MT-ND5,-0.07947540913868366,5.059244800828895e-22,0.07947540913868366
STAT1,0.07920292572923524,6.987526328722382e-22,0.07920292572923524
TMEM107,-0.07888552012580556,1.0164328298483455e-21,0.07888552012580556
SNX18,0.07879107104156793,1.1360146975395617e-21,0.07879107104156793
IER5,0.07878144539225705,1.1489567819326103e-21,0.07878144539225705
CCDC88B,-0.07831386097744018,1.9887124590893833e-21,0.07831386097744018
SLC25A44,0.07811960385318742,2.495437550003685e-21,0.07811960385318742
LILRB1,0.0779515393510161,3.035528663700193e-21,0.0779515393510161
PDE4D,-0.07756850010766875,4.736753007493049e-21,0.07756850010766875
MTMR3,-0.07729516672146317,6.498349343207803e-21,0.07729516672146317
BHLHE40,0.0771905858179483,7.331913956196999e-21,0.0771905858179483
LST1,-0.07713518966730265,7.815424397164641e-21,0.07713518966730265
ERN1,0.07711991986448533,7.954158413429175e-21,0.07711991986448533
SCCPDH,0.07700251053058114,9.105439208819291e-21,0.07700251053058114
ADD3,-0.07674745250837664,1.220475518533575e-20,0.07674745250837664
CR1,-0.07662265381689073,1.4080852691250584e-20,0.07662265381689073
ZDHHC20,-0.07653867453394825,1.5501037742180678e-20,0.07653867453394825
AP1B1,0.07643813038958973,1.738859884185636e-20,0.07643813038958973
POU2F2,-0.07639607653055833,1.8243923091445948e-20,0.07639607653055833
MIR155HG,0.07638083856030331,1.8564002822822187e-20,0.07638083856030331
PNOC,0.07618084740056767,2.3316756259377865e-20,0.07618084740056767
SOD2,0.07613917287851109,2.4449212201925534e-20,0.07613917287851109
PPP1R16B,0.07610077487110167,2.5540676081531035e-20,0.07610077487110167
SOX4,0.0758956390130958,3.224061162692997e-20,0.0758956390130958
DPY30,0.07559181359639824,4.5472672617535656e-20,0.07559181359639824
TLR4,-0.07503444062053155,8.515108723693256e-20,0.07503444062053155
LENG8,-0.07499172305768342,8.93280759962544e-20,0.07499172305768342
FCGR2A,0.07498562028678861,8.994111424447151e-20,0.07498562028678861
FAM13A,-0.07498407087242454,9.00974173363832e-20,0.07498407087242454
NFKBIZ,0.07491199471489902,9.767283294644464e-20,0.07491199471489902
BACH1,-0.07457077031253334,1.4299144385060003e-19,0.07457077031253334
CUX1,0.07422438360330047,2.101778306771948e-19,0.07422438360330047
C1orf21,0.07421335617148474,2.1276472629706504e-19,0.07421335617148474
B4GALT1,0.07408040253890906,2.4654249764372246e-19,0.07408040253890906
PTAFR,-0.07402777774781921,2.613300924434469e-19,0.07402777774781921
LPAR5,0.07391870098470635,2.9482746487074153e-19,0.07391870098470635
RGS16,0.07380091229470227,3.3577183231824973e-19,0.07380091229470227
PMAIP1,0.07380026532130127,3.3601156112673643e-19,0.07380026532130127
HAGHL,0.07342505728070411,5.077634580870818e-19,0.07342505728070411
LILRA6,-0.07309148582988247,7.316671146128808e-19,0.07309148582988247
RAB11FIP1,-0.07296408496213512,8.408516191740573e-19,0.07296408496213512
KCNQ1,-0.07278341515614531,1.023773426170281e-18,0.07278341515614531
UBR4,-0.07272530956948454,1.0905667709716122e-18,0.07272530956948454
PCNA,0.07271372669168269,1.1043870199008957e-18,0.07271372669168269
IFITM1,0.07261568326753767,1.2285124926291825e-18,0.07261568326753767
ARL4C,0.07257361238066645,1.2859093229367434e-18,0.07257361238066645
NR4A1,0.07232461103604679,1.6840266088195181e-18,0.07232461103604679
CITED4,-0.07217547589290808,1.9784134018139426e-18,0.07217547589290808
HCAR3,0.07130011567999642,5.059761248477818e-18,0.07130011567999642
GCHFR,0.07128241402081296,5.156158933481582e-18,0.07128241402081296
MX1,0.07126198240987469,5.269678307277935e-18,0.07126198240987469
SUSD1,0.07089987845617463,7.74389135852362e-18,0.07089987845617463
DNAJA4,0.07081820894719563,8.44400134042309e-18,0.07081820894719563
TMEM140,0.07072017203808774,9.367295594379338e-18,0.07072017203808774
GABBR1,-0.0706361217709782,1.0237685747063323e-17,0.0706361217709782
SLC16A6,-0.07035102098798096,1.3827873351244898e-17,0.07035102098798096
SIRPB1,-0.07024511757183706,1.5456757916720094e-17,0.07024511757183706
BLVRB,-0.07002687090608373,1.9433865670673246e-17,0.07002687090608373
ADTRP,0.06990707693983947,2.202987774382808e-17,0.06990707693983947
LPIN1,0.0698899777281166,2.2427307159916017e-17,0.0698899777281166
HSPD1,0.06986050754422533,2.312893627107913e-17,0.06986050754422533
NINJ1,0.069848869681207,2.341193724324339e-17,0.069848869681207
GZF1,-0.06977142595123448,2.5384121086254394e-17,0.06977142595123448
BLK,0.06949363252806433,3.390319881830451e-17,0.06949363252806433
TMX4,-0.06932271482880921,4.04875779165993e-17,0.06932271482880921
NEU1,0.06925636179969685,4.337062224035413e-17,0.06925636179969685
MAN2C1,-0.06916166979965786,4.7838741266865405e-17,0.06916166979965786
IL18BP,0.0691363455029145,4.910872595334607e-17,0.0691363455029145
SLC2A6,0.06902910204533536,5.4865682394803906e-17,0.06902910204533536
F13A1,-0.06880136290134702,6.938896401040096e-17,0.06880136290134702
CCL5,0.06876451859393072,7.207081899774244e-17,0.06876451859393072
MDM4,-0.06858571630609192,8.660825219080447e-17,0.06858571630609192
TMEM176A,0.06846490426989268,9.803076122227982e-17,0.06846490426989268
ARHGAP24,-0.06842041898281548,1.0260067715107259e-16,0.06842041898281548
U2AF1,-0.06837531783963238,1.0744819555158925e-16,0.06837531783963238
SPATA13,-0.06833947151662442,1.1146145327381933e-16,0.06833947151662442
JUND,-0.06829519219147388,1.1662335005100188e-16,0.06829519219147388
ANKRD37,0.06800243808816728,1.5720222285168937e-16,0.06800243808816728
MLKL,-0.06792530184730307,1.700335179512218e-16,0.06792530184730307
GRAMD1A,0.06786463235657933,1.808461795506853e-16,0.06786463235657933
TOM1,-0.06784904038127293,1.8373277354206699e-16,0.06784904038127293
CSGALNACT1,-0.06767143523535595,2.1999613893630208e-16,0.06767143523535595
TRMT6,-0.06755047513829712,2.486441547830287e-16,0.06755047513829712
ITPRIP,-0.0674783769235363,2.6743716279531085e-16,0.0674783769235363
SLC7A5,0.06742243057204934,2.8297850494373596e-16,0.06742243057204934
AHR,-0.06668205091319805,5.950034872866229e-16,0.06668205091319805
VIPR1,-0.06665074691864845,6.138883198700562e-16,0.06665074691864845
PIM2,0.06662076860382617,6.325264773371859e-16,0.06662076860382617
TPCN1,-0.06661673253826385,6.350779930388719e-16,0.06661673253826385
MDK,0.06653604459125825,6.882685141722901e-16,0.06653604459125825
SLC36A4,-0.06652180096467822,6.981035398589124e-16,0.06652180096467822
PLEC,-0.06624626476218895,9.180474903403787e-16,0.06624626476218895
AP2A2,0.06623217954767771,9.309632722846907e-16,0.06623217954767771
PERP,0.06598799634284525,1.1855418593553983e-15,0.06598799634284525
MCOLN1,0.06570195113327212,1.5718686636890097e-15,0.06570195113327212
SERPINA1,-0.065679016574782,1.607738640148803e-15,0.065679016574782
TGFBR1,0.06556752757026768,1.7939211812549826e-15,0.06556752757026768
ABCA1,0.0655472907244499,1.8299227347654226e-15,0.0655472907244499
MIDN,-0.06539904303220122,2.116259830743781e-15,0.06539904303220122
DNAJB4,0.0651417536585294,2.721523186273172e-15,0.0651417536585294
RNF122,0.06501040673432099,3.093274059367687e-15,0.06501040673432099
ZFP36L2,-0.06499270065157904,3.1470667523944787e-15,0.06499270065157904
ASPH,0.06490685335211778,3.4212183902861067e-15,0.06490685335211778
TNFRSF4,0.06434886504364494,5.8724031237827844e-15,0.06434886504364494
EP300,-0.06434787987775938,5.877983636861745e-15,0.06434787987775938
SHOC2,-0.06430858592087488,6.104872887382383e-15,0.06430858592087488
ATP11A,-0.06430621116820325,6.118857940490596e-15,0.06430621116820325
STXBP2,-0.06408135385714285,7.596300939314473e-15,0.06408135385714285
ZNF395,-0.06398436012533941,8.337214585898837e-15,0.06398436012533941
COL6A2,0.06370002514687326,1.0943670770668607e-14,0.06370002514687326
TAGLN,0.06368917585370149,1.1057596778592061e-14,0.06368917585370149
BAZ2B,-0.0634109239463855,1.4413129617265837e-14,0.0634109239463855
HIVEP1,0.06335430956674881,1.520954708915944e-14,0.06335430956674881
MT1E,0.06332959334881892,1.5570670749385052e-14,0.06332959334881892
MAML2,-0.06323471657505085,1.7036917939197702e-14,0.06323471657505085
ETV3,0.06285817130935056,2.4318768906997147e-14,0.06285817130935056
RBM5,-0.06263091274219364,3.011496386554225e-14,0.06263091274219364
PLAC8,0.06257539627522499,3.1725781134314774e-14,0.06257539627522499
SRSF7,0.06253038638568169,3.309368806455842e-14,0.06253038638568169
BIRC3,0.06235281042766974,3.9079369829926135e-14,0.06235281042766974
RABGAP1L,0.0623462418308459,3.9320089828891456e-14,0.0623462418308459
PLIN2,0.062341079961754635,3.951027984453652e-14,0.062341079961754635
ADM,0.06198936488340093,5.484032243743321e-14,0.06198936488340093
HDAC4,-0.061949858318939906,5.689117882133249e-14,0.061949858318939906
SMAD3,-0.061944931159063105,5.71521864571489e-14,0.061944931159063105
ARRDC4,-0.06184613187509879,6.264147472160146e-14,0.06184613187509879
PGS1,-0.06166840132276094,7.385072477522842e-14,0.06166840132276094
HEG1,0.06165831738050049,7.454268874727617e-14,0.06165831738050049
FAM193B,-0.0615978359537004,7.882869364716367e-14,0.0615978359537004
JDP2,-0.06118847459956121,1.1492255803046905e-13,0.06118847459956121
TXNRD1,0.06117000711686341,1.1688698071910557e-13,0.06117000711686341
FAR1,-0.06115301198743247,1.1872391986728032e-13,0.06115301198743247
RGL4,0.0609652393123227,1.4100626997307765e-13,0.0609652393123227
SLC37A4,0.060943747865403464,1.4380498380478998e-13,0.060943747865403464
MBD6,-0.060831430353960256,1.593434175687528e-13,0.060831430353960256
BASP1,-0.06028352836304219,2.6215506350240476e-13,0.06028352836304219
SIK3,-0.06024836567576561,2.706262043217383e-13,0.06024836567576561
TMTC2,-0.060174722222337905,2.892483875256401e-13,0.060174722222337905
GNL3,0.0601261581960761,3.0221144230113475e-13,0.0601261581960761
SLC12A2,0.06007996670689647,3.1506982457627e-13,0.06007996670689647
MAPK8IP3,-0.06006210143130162,3.2018579210459455e-13,0.06006210143130162
RUNX2,0.059896137535575884,3.7178290227174903e-13,0.059896137535575884
MAP1LC3A,0.05986738015350666,3.8151798601679314e-13,0.05986738015350666
MAT2A,-0.059808265979214945,4.0232229453684264e-13,0.059808265979214945
HSPA5,0.05980200740727302,4.045890532407962e-13,0.05980200740727302
FCRLA,0.05948584565976395,5.36973730326679e-13,0.05948584565976395
NR3C1,0.059466207527506455,5.464726060355376e-13,0.059466207527506455
OPTN,0.059387600303198985,5.861740182036431e-13,0.059387600303198985
PFKP,0.05938419680932896,5.879554793103073e-13,0.05938419680932896
USP10,-0.05855188597415199,1.2286354732468823e-12,0.05855188597415199
PPCDC,0.058522448458471675,1.2608499321430479e-12,0.058522448458471675
CCL20,0.05850215885765757,1.2835344727036511e-12,0.05850215885765757
MAP4,0.058473956650133524,1.3157319810641829e-12,0.058473956650133524
TRPS1,-0.05834684902202727,1.4709567122390907e-12,0.05834684902202727
ECE1,-0.05819765559708914,1.676167237178096e-12,0.05819765559708914
BIN1,0.05794824066562662,2.083629298863755e-12,0.05794824066562662
PSTPIP2,-0.057933564801251086,2.1104198595005314e-12,0.057933564801251086
ZNF703,0.05790753754048249,2.158765515508973e-12,0.05790753754048249
SH2D3C,0.057882283952705275,2.2067116297320395e-12,0.057882283952705275
TCEAL3,0.05787203648168527,2.2264638391560083e-12,0.05787203648168527
UIMC1,-0.05779704384791637,2.3763869444829137e-12,0.05779704384791637
BAG3,0.057415261114029524,3.3070955426140027e-12,0.057415261114029524
SULT1B1,-0.0573366270414919,3.539112634978738e-12,0.0573366270414919
IGHA2,0.05719140961863267,4.010273680752243e-12,0.05719140961863267
SETX,-0.05715941250051451,4.122076274448334e-12,0.05715941250051451
GPR65,0.05706722050437027,4.4615715266467025e-12,0.05706722050437027
DBNDD2,-0.05694047891593435,4.9733962544952105e-12,0.05694047891593435
LILRA5,-0.056932911157800505,5.005714671625518e-12,0.056932911157800505
SENP7,-0.0569147252489164,5.084222341714594e-12,0.0569147252489164
CTSF,0.05691107102057499,5.100142448668416e-12,0.05691107102057499
A1BG,-0.056866873431313476,5.296607066048423e-12,0.056866873431313476
ZC3HAV1,0.056785936726985745,5.6757922106329084e-12,0.056785936726985745
GADD45A,0.056732166257903206,5.942281844238941e-12,0.056732166257903206
RRAGC,0.05672121459463058,5.998043008661185e-12,0.05672121459463058
DFFA,0.05666442560924548,6.295513963329348e-12,0.05666442560924548
BRI3,0.056639830626598546,6.42878951891118e-12,0.056639830626598546
